Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude
Closed,1657,Medium,Phone,Bug report,1st line support,Nicola Wane,2023-03-23 13:40:59,2023-03-25 13:40:59,2023-03-23 13:42:59,2023-03-23 13:42:29.416,Within SLA,2023-03-24 09:24:48.322,Within SLA,2023-03-26 12:44:13.548,4.0,5.0,Ready to use Software,Tier 1,Spain,39.67337,-4.767726
Closed,1658,High,Email,Other,1st line support,Nicola Wane,2023-03-23 13:58:43,2023-03-25 13:58:43,2023-03-23 14:58:43,2023-03-23 14:27:28.381,Within SLA,2023-03-25 10:50:46.513,Within SLA,2023-03-24 10:57:00.137,1.0,4.0,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,1659,Low,Email,Bug report,2nd line support,Adolpho Messingham,2023-03-23 14:27:04,2023-03-25 14:27:04,2023-03-23 15:27:04,2023-03-23 15:26:05.990,Within SLA,2023-03-25 11:18:47.843,Within SLA,,10.0,,Training and Consulting Services,Tier 2,Greece,39.368279,21.863141
In progress,1660,Low,Email,Feature request,2nd line support,Michele Whyatt,2023-03-23 22:39:46,2023-03-25 22:39:46,2023-03-23 23:39:46,2023-03-23 23:30:11.964,Within SLA,,SLA Violated,,8.0,,Other,Tier 2,Italy,43.036776,12.678565
Closed,1661,Medium,Chat,Pricing and licensing,1st line support,Bernard Beckley,2023-03-23 05:03:29,2023-03-24 05:03:29,2023-03-23 05:05:29,2023-03-23 05:05:06.307,Within SLA,2023-03-24 04:33:05.883,Within SLA,2023-03-25 12:11:32.025,3.0,3.0,Training and Consulting Services,Tier 1,Italy,43.036776,12.678565
Resolved,1665,Medium,Email,Feature request,1st line support,Nicola Wane,2023-03-24 07:33:22,2023-03-26 07:33:22,2023-03-24 08:33:22,2023-03-24 08:02:14.755,Within SLA,2023-03-25 12:21:56.021,Within SLA,,3.0,,Custom software development,Tier 1,France,48.864716,2.349014
In progress,1666,Medium,Email,Product setup,1st line support,Bernard Beckley,2023-03-24 22:12:44,2023-03-26 22:12:44,2023-03-24 23:12:44,2023-03-24 22:54:22.851,Within SLA,,SLA Violated,,2.0,,Custom software development,Tier 1,Greece,39.368279,21.863141
Closed,1668,Medium,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-03-24 04:18:03,2023-03-26 04:18:03,2023-03-24 05:18:03,2023-03-24 04:49:47.524,Within SLA,2023-03-25 22:13:45.032,Within SLA,2023-03-26 21:12:50.181,1.0,4.0,Custom software development,Tier 1,Germany,51.165691,10.451526
Closed,1669,Medium,Email,Feature request,1st line support,Nicola Wane,2023-03-24 11:22:39,2023-03-26 11:22:39,2023-03-24 12:22:39,2023-03-24 11:34:26.586,Within SLA,2023-03-25 18:18:36.714,Within SLA,2023-03-25 04:20:03.104,1.0,5.0,Ready to use Software,Tier 1,Greece,39.368279,21.863141
Closed,1670,Low,Email,Feature request,1st line support,Kristos Westoll,2023-03-24 20:23:23,2023-03-26 20:23:23,2023-03-24 21:23:23,2023-03-24 20:58:52.687,Within SLA,2023-03-26 04:36:20.674,Within SLA,2023-03-26 21:37:43.086,6.0,1.0,Custom software development,Tier 1,Germany,51.165691,10.451526
Closed,1671,High,Email,Purchasing and invoicing,1st line support,Kristos Westoll,2023-03-24 13:35:36,2023-03-26 13:35:36,2023-03-24 14:35:36,2023-03-24 16:45:17.144,SLA Violated,2023-03-28 02:36:52.037,SLA Violated,2023-03-28 03:42:05.694,1.0,3.0,Other,Tier 1,Germany,51.165691,10.451526
Closed,1673,High,Chat,Feature request,1st line support,Nicola Wane,2023-03-24 21:33:29,2023-03-25 21:33:29,2023-03-24 21:35:29,2023-03-24 21:35:18.652,Within SLA,2023-03-25 19:43:26.044,Within SLA,2023-03-27 16:01:01.835,4.0,4.0,Ready to use Software,Tier 1,France,48.864716,2.349014
Resolved,1674,Medium,Email,Feature request,1st line support,Sheela Cutten,2023-03-24 06:37:36,2023-03-26 06:37:36,2023-03-24 07:37:36,2023-03-24 07:34:25.157,Within SLA,2023-03-24 10:10:41.570,Within SLA,,2.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Closed,1675,Low,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-03-25 16:02:04,2023-03-27 16:02:04,2023-03-25 17:02:04,2023-03-25 16:54:19.437,Within SLA,2023-03-26 09:01:07.036,Within SLA,2023-03-31 13:22:17.080,1.0,5.0,Training and Consulting Services,Tier 1,Italy,43.036776,12.678565
In progress,1676,Low,Email,Product setup,1st line support,Bernard Beckley,2023-03-25 17:27:15,2023-03-27 17:27:15,2023-03-25 18:27:15,2023-03-25 18:02:38.771,Within SLA,,SLA Violated,,7.0,,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
Closed,1677,Low,Email,Product setup,1st line support,Bernard Beckley,2023-03-25 02:51:23,2023-03-27 02:51:23,2023-03-25 03:51:23,2023-03-25 03:46:34.035,Within SLA,2023-03-26 21:21:48.706,Within SLA,2023-03-28 00:42:48.713,4.0,2.0,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
Closed,1690,Low,Chat,Bug report,2nd line support,Adolpho Messingham,2023-03-26 13:36:41,2023-03-27 13:36:41,2023-03-26 13:38:41,2023-03-26 13:37:54.787,Within SLA,2023-03-27 03:29:17.527,Within SLA,2023-03-29 19:50:54.196,6.0,3.0,Custom software development,Tier 2,Italy,43.036776,12.678565
Resolved,1691,Low,Phone,Other,1st line support,Connor Danielovitch,2023-03-26 01:47:02,2023-03-28 01:47:02,2023-03-26 01:49:02,2023-03-26 01:48:08.214,Within SLA,2023-03-30 20:51:29.670,SLA Violated,,1.0,,Ready to use Software,Tier 1,Austria,47.6964719,13.3457347
In progress,1692,Low,Email,Pricing and licensing,1st line support,Nicola Wane,2023-03-27 16:55:41,2023-03-29 16:55:41,2023-03-27 17:55:41,2023-03-27 17:24:29.641,Within SLA,,SLA Violated,,10.0,,Ready to use Software,Tier 1,Germany,51.165691,10.451526
Closed,1693,Medium,Chat,Bug report,1st line support,Bernard Beckley,2023-03-27 09:48:08,2023-03-28 09:48:08,2023-03-27 09:50:08,2023-03-27 09:48:45.443,Within SLA,2023-03-31 12:13:42.218,SLA Violated,2023-04-01 18:55:36.112,7.0,4.0,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039
In progress,1694,High,Email,Feature request,1st line support,Sheela Cutten,2023-03-27 19:39:56,2023-03-29 19:39:56,2023-03-27 20:39:56,2023-03-27 20:00:33.668,Within SLA,,SLA Violated,,1.0,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,1695,Low,Chat,Product setup,1st line support,Nicola Wane,2023-03-27 08:57:08,2023-03-28 08:57:08,2023-03-27 08:59:08,2023-03-27 08:57:46.476,Within SLA,2023-03-27 10:34:19.012,Within SLA,,4.0,,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675
In progress,1696,Low,Phone,Other,1st line support,Sheela Cutten,2023-03-27 14:12:36,2023-03-29 14:12:36,2023-03-27 14:14:36,2023-03-27 14:12:36.876,Within SLA,,SLA Violated,,4.0,,Other,Tier 1,Austria,47.6964719,13.3457347
In progress,1697,Low,Phone,Product setup,1st line support,Sheela Cutten,2023-03-28 00:41:10,2023-03-30 00:41:10,2023-03-28 00:43:10,2023-03-28 00:44:02.913,SLA Violated,,SLA Violated,,1.0,,Other,Tier 1,Poland,52.536273,19.050639
Resolved,1698,Low,Chat,Feature request,1st line support,Nicola Wane,2023-03-28 05:44:27,2023-03-29 05:44:27,2023-03-28 05:46:27,2023-03-28 05:44:52.962,Within SLA,2023-03-29 03:29:53.369,Within SLA,,6.0,,Other,Tier 1,Italy,43.036776,12.678565
Closed,1699,Medium,Email,Product setup,1st line support,Connor Danielovitch,2023-03-28 15:16:48,2023-03-30 15:16:48,2023-03-28 16:16:48,2023-03-28 15:40:03.027,Within SLA,2023-03-29 10:34:11.117,Within SLA,2023-04-01 19:47:19.557,2.0,4.0,Training and Consulting Services,Tier 1,Slovenia,46.1491664,14.9860106
Closed,1700,High,Phone,Product setup,1st line support,Sheela Cutten,2023-03-28 16:37:36,2023-03-30 16:37:36,2023-03-28 16:39:36,2023-03-28 16:38:27.452,Within SLA,2023-03-30 03:53:56.532,Within SLA,2023-04-02 23:59:17.013,1.0,5.0,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
In progress,1701,Low,Chat,Feature request,2nd line support,Adolpho Messingham,2023-03-28 20:46:16,2023-03-29 20:46:16,2023-03-28 20:48:16,2023-03-28 20:48:51.670,SLA Violated,,SLA Violated,,6.0,,Other,Tier 2,Italy,43.036776,12.678565
Resolved,1702,Low,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-03-28 08:09:43,2023-03-30 08:09:43,2023-03-28 09:09:43,2023-03-28 13:31:54.086,SLA Violated,2023-03-29 03:29:47.484,Within SLA,,6.0,,Ready to use Software,Tier 1,Greece,39.368279,21.863141
Closed,1703,High,Phone,Feature request,1st line support,Kristos Westoll,2023-03-29 11:10:19,2023-03-31 11:10:19,2023-03-29 11:12:19,2023-03-29 11:11:45.007,Within SLA,2023-03-30 12:09:58.586,Within SLA,2023-04-01 10:55:43.931,1.0,4.0,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Resolved,1704,Medium,Email,Product setup,2nd line support,Michele Whyatt,2023-03-29 01:29:54,2023-03-31 01:29:54,2023-03-29 02:29:54,2023-03-29 02:07:18.955,Within SLA,2023-03-29 10:30:05.418,Within SLA,,9.0,,Training and Consulting Services,Tier 2,Poland,52.536273,19.050639
Closed,1705,Medium,Email,Pricing and licensing,2nd line support,Heather Urry,2023-03-29 03:32:03,2023-03-31 03:32:03,2023-03-29 04:32:03,2023-03-29 03:49:01.265,Within SLA,2023-03-31 03:02:11.849,Within SLA,2023-04-03 16:48:13.775,1.0,4.0,Training and Consulting Services,Tier 2,Italy,43.036776,12.678565
In progress,1706,Low,Email,Product setup,1st line support,Sheela Cutten,2023-03-29 17:06:26,2023-03-31 17:06:26,2023-03-29 18:06:26,2023-03-29 17:49:23.200,Within SLA,,SLA Violated,,1.0,,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039
Resolved,1707,Medium,Chat,Pricing and licensing,1st line support,Sheela Cutten,2023-03-29 08:39:21,2023-03-30 08:39:21,2023-03-29 08:41:21,2023-03-29 08:40:17.375,Within SLA,2023-03-29 09:17:28.861,Within SLA,,6.0,,Custom software development,Tier 1,France,48.864716,2.349014
Closed,1708,Low,Chat,Other,1st line support,Bernard Beckley,2023-03-29 04:00:01,2023-03-30 04:00:01,2023-03-29 04:02:01,2023-03-29 04:00:06.247,Within SLA,2023-03-29 23:29:25.719,Within SLA,2023-04-02 10:05:12.467,60.0,4.0,Custom software development,Tier 1,Czech Republic,49.8037633,15.4749126
In progress,1709,Low,Chat,Training request,2nd line support,Michele Whyatt,2023-03-29 20:14:43,2023-03-30 20:14:43,2023-03-29 20:16:43,2023-03-29 20:16:25.212,Within SLA,,SLA Violated,,6.0,,Training and Consulting Services,Tier 2,United Kingdom,55.378052,-3.435973
Closed,1710,Low,Email,Product setup,2nd line support,Heather Urry,2023-03-30 18:00:20,2023-04-01 18:00:20,2023-03-30 19:00:20,2023-03-30 18:01:44.537,Within SLA,2023-03-31 09:04:42.530,Within SLA,2023-04-01 00:57:24.245,1.0,4.0,Ready to use Software,Tier 2,Poland,52.536273,19.050639
Closed,1711,High,Email,Product setup,2nd line support,Adolpho Messingham,2023-03-30 15:51:14,2023-04-01 15:51:14,2023-03-30 16:51:14,2023-03-30 16:42:28.606,Within SLA,2023-04-01 04:03:40.284,Within SLA,2023-04-04 16:33:53.055,1.0,4.0,Ready to use Software,Tier 2,Spain,39.67337,-4.767726
Closed,1712,Low,Email,Feature request,2nd line support,Heather Urry,2023-03-30 13:19:08,2023-04-01 13:19:08,2023-03-30 14:19:08,2023-03-30 14:00:43.200,Within SLA,2023-03-31 19:26:03.501,Within SLA,2023-04-05 13:54:11.236,10.0,4.0,Ready to use Software,Tier 2,Italy,43.036776,12.678565
Closed,1713,High,Email,Feature request,2nd line support,Adolpho Messingham,2023-03-30 11:29:45,2023-04-01 11:29:45,2023-03-30 12:29:45,2023-03-30 11:45:25.722,Within SLA,2023-04-01 04:25:10.078,Within SLA,2023-04-01 07:01:00.364,2.0,4.0,Ready to use Software,Tier 2,Spain,39.67337,-4.767726
Closed,1714,High,Email,Bug report,2nd line support,Heather Urry,2023-03-30 17:10:34,2023-04-01 17:10:34,2023-03-30 18:10:34,2023-03-30 17:11:07.810,Within SLA,2023-03-31 22:27:16.581,Within SLA,2023-04-03 02:53:18.201,1.0,1.0,Ready to use Software,Tier 2,Republic of Ireland,53.094024,-8.019675
Closed,1715,Medium,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-03-30 22:34:43,2023-04-01 22:34:43,2023-03-30 23:34:43,2023-03-30 22:58:41.948,Within SLA,2023-04-04 20:01:01.434,SLA Violated,2023-04-05 13:55:35.134,8.0,3.0,Custom software development,Tier 1,Germany,51.165691,10.451526
Closed,1717,Medium,Chat,Other,1st line support,Bernard Beckley,2023-03-30 04:23:37,2023-03-31 04:23:37,2023-03-30 04:25:37,2023-03-30 04:27:13.688,SLA Violated,2023-03-31 03:13:03.357,Within SLA,2023-04-01 22:37:48.569,4.0,3.0,Custom software development,Tier 1,Greece,39.368279,21.863141
Resolved,1718,Low,Chat,Pricing and licensing,1st line support,Bernard Beckley,2023-03-30 22:31:49,2023-03-31 22:31:49,2023-03-30 22:33:49,2023-03-30 22:32:50.454,Within SLA,2023-03-31 13:51:54.477,Within SLA,,4.0,,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106
In progress,1719,Low,Chat,Product setup,1st line support,Nicola Wane,2023-03-30 07:13:06,2023-03-31 07:13:06,2023-03-30 07:15:06,2023-03-30 07:13:38.154,Within SLA,,SLA Violated,,7.0,,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,1720,Low,Email,Bug report,1st line support,Nicola Wane,2023-03-30 12:29:28,2023-04-01 12:29:28,2023-03-30 13:29:28,2023-03-30 13:15:57.877,Within SLA,2023-03-31 21:35:36.487,Within SLA,,8.0,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Closed,1721,Low,Email,Product setup,1st line support,Sheela Cutten,2023-03-30 15:37:40,2023-04-01 15:37:40,2023-03-30 16:37:40,2023-03-30 15:38:53.630,Within SLA,2023-04-01 00:45:41.094,Within SLA,2023-04-05 16:32:25.225,2.0,3.0,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,1722,Low,Chat,Feature request,1st line support,Connor Danielovitch,2023-03-30 20:59:16,2023-03-31 20:59:16,2023-03-30 21:01:16,2023-03-30 20:59:37.687,Within SLA,2023-03-31 19:19:55.227,Within SLA,,60.0,,Custom software development,Tier 1,France,48.864716,2.349014
Closed,1723,Low,Email,Bug report,1st line support,Connor Danielovitch,2023-03-31 04:57:23,2023-04-02 04:57:23,2023-03-31 05:57:23,2023-03-31 04:58:36.590,Within SLA,2023-03-31 20:37:55.303,Within SLA,2023-04-04 14:58:40.304,7.0,5.0,Ready to use Software,Tier 1,Germany,51.165691,10.451526
Closed,1725,Low,Email,Purchasing and invoicing,1st line support,Bernard Beckley,2023-03-31 03:10:35,2023-04-02 03:10:35,2023-03-31 04:10:35,2023-03-31 03:53:24.563,Within SLA,2023-04-03 18:45:08.652,SLA Violated,2023-04-05 14:21:19.117,1.0,4.0,Custom software development,Tier 1,Greece,39.368279,21.863141
Closed,1726,High,Chat,Feature request,1st line support,Kristos Westoll,2023-03-31 11:40:29,2023-04-01 11:40:29,2023-03-31 11:42:29,2023-03-31 11:41:31.476,Within SLA,2023-03-31 15:33:54.477,Within SLA,2023-04-05 13:53:32.106,8.0,4.0,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Resolved,1727,Low,Chat,Feature request,1st line support,Connor Danielovitch,2023-03-31 08:54:42,2023-04-01 08:54:42,2023-03-31 08:56:42,2023-03-31 08:56:24.236,Within SLA,2023-04-01 04:59:42.793,Within SLA,,6.0,,Ready to use Software,Tier 1,Greece,39.368279,21.863141
Resolved,1728,High,Email,Feature request,2nd line support,Adolpho Messingham,2023-03-31 17:02:56,2023-04-02 17:02:56,2023-03-31 18:02:56,2023-03-31 17:30:19.485,Within SLA,2023-04-02 14:44:39.260,Within SLA,,10.0,,Ready to use Software,Tier 2,Poland,52.536273,19.050639
In progress,1729,High,Email,Product setup,1st line support,Nicola Wane,2023-03-31 22:38:17,2023-04-02 22:38:17,2023-03-31 23:38:17,2023-03-31 22:59:12.068,Within SLA,,SLA Violated,,1.0,,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039
In progress,1730,Medium,Chat,Product setup,2nd line support,Adolpho Messingham,2023-04-01 04:42:45,2023-04-02 04:42:45,2023-04-01 04:44:45,2023-04-01 04:44:37.582,Within SLA,,SLA Violated,,7.0,,Custom software development,Tier 2,Poland,52.536273,19.050639
Resolved,1731,Low,Email,Feature request,1st line support,Sheela Cutten,2023-04-01 19:34:47,2023-04-03 19:34:47,2023-04-01 20:34:47,2023-04-01 20:12:35.353,Within SLA,2023-04-03 01:12:34.416,Within SLA,,2.0,,Other,Tier 1,Germany,51.165691,10.451526
In progress,1732,Low,Email,Training request,1st line support,Nicola Wane,2023-04-01 19:44:41,2023-04-03 19:44:41,2023-04-01 20:44:41,2023-04-02 00:46:44.186,SLA Violated,,SLA Violated,,6.0,,Training and Consulting Services,Tier 1,Greece,39.368279,21.863141
Closed,1733,Medium,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-04-01 19:19:16,2023-04-03 19:19:16,2023-04-01 20:19:16,2023-04-01 20:07:01.262,Within SLA,2023-04-02 13:38:27.908,Within SLA,2023-04-05 08:00:48.234,4.0,2.0,Other,Tier 1,Slovenia,46.1491664,14.9860106
Closed,1748,Low,Chat,Feature request,2nd line support,Adolpho Messingham,2023-04-02 15:10:55,2023-04-03 15:10:55,2023-04-02 15:12:55,2023-04-02 15:15:53.620,SLA Violated,2023-04-05 16:34:21.780,SLA Violated,2023-04-07 14:40:32.430,6.0,3.0,Custom software development,Tier 2,Czech Republic,49.8037633,15.4749126
In progress,1749,Medium,Phone,Purchasing and invoicing,1st line support,Kristos Westoll,2023-04-02 04:44:24,2023-04-04 04:44:24,2023-04-02 04:46:24,2023-04-02 04:45:00.222,Within SLA,,SLA Violated,,1.0,,Other,Tier 1,Germany,51.165691,10.451526
Resolved,1750,Low,Phone,Pricing and licensing,1st line support,Sheela Cutten,2023-04-02 16:03:14,2023-04-04 16:03:14,2023-04-02 16:05:14,2023-04-02 16:03:59.045,Within SLA,2023-04-06 10:28:20.097,SLA Violated,,4.0,,Custom software development,Tier 1,Italy,43.036776,12.678565
Resolved,1751,High,Email,Product setup,2nd line support,Adolpho Messingham,2023-04-02 15:53:36,2023-04-04 15:53:36,2023-04-02 16:53:36,2023-04-02 16:17:30.401,Within SLA,2023-04-03 18:13:23.994,Within SLA,,2.0,,Other,Tier 2,Poland,52.536273,19.050639
Closed,1752,Low,Chat,Pricing and licensing,1st line support,Sheela Cutten,2023-04-02 23:30:34,2023-04-03 23:30:34,2023-04-02 23:32:34,2023-04-02 23:35:25.271,SLA Violated,2023-04-03 20:34:51.272,Within SLA,2023-04-04 15:18:58.166,6.0,4.0,Custom software development,Tier 1,Germany,51.165691,10.451526
Closed,1753,Low,Email,Pricing and licensing,2nd line support,Heather Urry,2023-04-03 05:55:15,2023-04-05 05:55:15,2023-04-03 06:55:15,2023-04-03 06:06:33.922,Within SLA,2023-04-04 16:03:04.929,Within SLA,2023-04-09 19:16:42.492,5.0,4.0,Ready to use Software,Tier 2,Austria,47.6964719,13.3457347
Closed,1754,Medium,Chat,Bug report,1st line support,Connor Danielovitch,2023-04-03 00:18:01,2023-04-04 00:18:01,2023-04-03 00:20:01,2023-04-03 00:19:47.847,Within SLA,2023-04-03 09:32:50.386,Within SLA,2023-04-05 01:39:23.773,3.0,5.0,Ready to use Software,Tier 1,Spain,39.67337,-4.767726
Closed,1755,High,Email,Product setup,1st line support,Sheela Cutten,2023-04-03 04:51:54,2023-04-05 04:51:54,2023-04-03 05:51:54,2023-04-03 05:44:07.647,Within SLA,2023-04-04 18:05:12.020,Within SLA,2023-04-07 10:02:06.721,8.0,5.0,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Resolved,1756,Low,Email,Product setup,1st line support,Bernard Beckley,2023-04-03 05:19:08,2023-04-05 05:19:08,2023-04-03 06:19:08,2023-04-03 05:47:52.792,Within SLA,2023-04-04 09:47:28.263,Within SLA,,2.0,,Other,Tier 1,Germany,51.165691,10.451526
In progress,1757,High,Chat,Product setup,1st line support,Kristos Westoll,2023-04-03 07:05:23,2023-04-04 07:05:23,2023-04-03 07:07:23,2023-04-03 07:05:26.004,Within SLA,,SLA Violated,,7.0,,Ready to use Software,Tier 1,Austria,47.6964719,13.3457347
Closed,1759,Low,Chat,Feature request,1st line support,Bernard Beckley,2023-04-03 17:17:33,2023-04-04 17:17:33,2023-04-03 17:19:33,2023-04-03 17:18:17.892,Within SLA,2023-04-04 14:06:49.476,Within SLA,2023-04-06 04:50:03.120,6.0,3.0,Custom software development,Tier 1,Austria,47.6964719,13.3457347
Closed,1761,Low,Email,Other,1st line support,Sheela Cutten,2023-04-04 13:34:57,2023-04-06 13:34:57,2023-04-04 14:34:57,2023-04-04 20:15:59.898,SLA Violated,2023-04-05 02:47:10.683,Within SLA,2023-04-06 09:45:39.852,2.0,4.0,Custom software development,Tier 1,Austria,47.6964719,13.3457347
Closed,1762,Low,Chat,Product setup,1st line support,Kristos Westoll,2023-04-04 22:42:38,2023-04-05 22:42:38,2023-04-04 22:44:38,2023-04-04 22:44:33.326,Within SLA,2023-04-06 16:31:45.536,SLA Violated,2023-04-06 18:42:09.362,6.0,3.0,Ready to use Software,Tier 1,France,48.864716,2.349014
Resolved,1763,Low,Chat,Bug report,1st line support,Kristos Westoll,2023-04-04 12:31:49,2023-04-05 12:31:49,2023-04-04 12:33:49,2023-04-04 12:36:46.201,SLA Violated,2023-04-05 02:55:34.212,Within SLA,,6.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Closed,1764,Low,Chat,Bug report,1st line support,Bernard Beckley,2023-04-04 08:56:01,2023-04-05 08:56:01,2023-04-04 08:58:01,2023-04-04 08:57:43.259,Within SLA,2023-04-04 18:34:43.842,Within SLA,2023-04-11 13:23:00.322,5.0,4.0,Training and Consulting Services,Tier 1,Austria,47.6964719,13.3457347
Resolved,1765,Low,Chat,Pricing and licensing,2nd line support,Heather Urry,2023-04-04 11:05:30,2023-04-05 11:05:30,2023-04-04 11:07:30,2023-04-04 11:05:38.316,Within SLA,2023-04-05 01:55:44.008,Within SLA,,6.0,,Ready to use Software,Tier 2,United Kingdom,55.378052,-3.435973
Closed,1766,Low,Email,Other,2nd line support,Michele Whyatt,2023-04-05 02:02:11,2023-04-07 02:02:11,2023-04-05 03:02:11,2023-04-05 02:51:18.094,Within SLA,2023-04-05 08:47:58.502,Within SLA,2023-04-10 05:37:15.775,1.0,4.0,Other,Tier 2,United Kingdom,55.378052,-3.435973
